"YEAR","BFISH","Island","STRATA_2020","SAMPLE_DEPTH_M","PSU","SPECIES_CD","LENGTH_CM","CPUE"
2020,"BFISH_2020_F","Oahu","S01",78.8075,39513,"PRFI",0,0
2020,"BFISH_2020_F","Oahu","S01",78.8075,39513,"APRU",0,0
2020,"BFISH_2020_F","Oahu","S01",78.8075,39513,"PRSI",0,0
2020,"BFISH_2020_F","Big Island","S01",98.7552,4022,"PRSI",0,0
2020,"BFISH_2020_F","Big Island","S01",98.7552,4022,"PRZO",0,0
2020,"BFISH_2020_F","Big Island","S01",98.7552,4022,"ETCO",0,0
2020,"BFISH_2020_F","Big Island","S01",98.7552,4022,"HYQU",0,0
2020,"BFISH_2020_F","Big Island","S01",98.7552,4022,"APRU",0,0
2020,"BFISH_2020_F","Big Island","S01",98.7552,4022,"PRFI",0,0
2020,"BFISH_2020_F","Big Island","S01",98.7552,4022,"ETCA",0,0
2020,"BFISH_2020_F","Niihau","S01",85.344,41669,"ETCA",0,0
2020,"BFISH_2020_F","Niihau","S01",85.344,41669,"PRSI",0,0
2020,"BFISH_2020_F","Niihau","S01",85.344,41669,"APRU",0,0
2020,"BFISH_2020_F","Niihau","S01",85.344,41669,"PRFI",0,0
2020,"BFISH_2020_F","Niihau","S01",85.344,41669,"PRZO",0,0
2020,"BFISH_2020_F","Niihau","S01",85.344,41669,"HYQU",0,0
2020,"BFISH_2020_F","Niihau","S01",85.344,41669,"ETCO",0,0
2020,"BFISH_2020_F","Niihau","S01",105.156,42799,"ETCO",0,0
2020,"BFISH_2020_F","Niihau","S01",105.156,42799,"PRSI",0,0
2020,"BFISH_2020_F","Niihau","S01",105.156,42799,"HYQU",0,0
2020,"BFISH_2020_F","Niihau","S01",105.156,42799,"PRFI",0,0
2020,"BFISH_2020_F","Niihau","S01",105.156,42799,"PRZO",0,0
2020,"BFISH_2020_F","Niihau","S01",105.156,42799,"ETCA",0,0
2020,"BFISH_2020_F","Niihau","S01",105.156,42799,"APRU",0,0
2020,"BFISH_2020_F","Kauai","S01",84.1248,45246,"PRFI",0,0
2020,"BFISH_2020_F","Kauai","S01",84.1248,45246,"PRSI",0,0
2020,"BFISH_2020_F","Kauai","S01",84.1248,45246,"PRZO",0,0
2020,"BFISH_2020_F","Kauai","S01",84.1248,45246,"ETCA",0,0
2020,"BFISH_2020_F","Kauai","S01",84.1248,45246,"HYQU",0,0
2020,"BFISH_2020_F","Kauai","S01",84.1248,45246,"APRU",0,0
2020,"BFISH_2020_F","Kauai","S01",84.1248,45246,"ETCO",0,0
2020,"BFISH_2020_F","Kauai","S01",87.1728,45281,"PRZO",0,0
2020,"BFISH_2020_F","Kauai","S01",87.1728,45281,"PRFI",0,0
2020,"BFISH_2020_F","Kauai","S01",87.1728,45281,"PRSI",0,0
2020,"BFISH_2020_F","Kauai","S01",87.1728,45281,"HYQU",0,0
2020,"BFISH_2020_F","Kauai","S01",87.1728,45281,"ETCO",0,0
2020,"BFISH_2020_F","Kauai","S01",87.1728,45281,"APRU",0,0
2020,"BFISH_2020_F","Kauai","S01",87.1728,45281,"ETCA",0,0
2020,"BFISH_2020_F","Maui Nui","S02",107.8992,12805,"PRFI",0,0
2020,"BFISH_2020_F","Maui Nui","S02",107.8992,12805,"ETCO",0,0
2020,"BFISH_2020_F","Maui Nui","S02",107.8992,12805,"HYQU",0,0
2020,"BFISH_2020_F","Maui Nui","S02",107.8992,12805,"PRSI",0,0
2020,"BFISH_2020_F","Maui Nui","S02",107.8992,12805,"PRZO",0,0
2020,"BFISH_2020_F","Maui Nui","S02",107.8992,12805,"ETCA",0,0
2020,"BFISH_2020_F","Maui Nui","S02",107.8992,12805,"APRU",0,0
2020,"BFISH_2020_F","Maui Nui","S02",95.5548,15226,"PRZO",0,0
2020,"BFISH_2020_F","Maui Nui","S02",95.5548,15226,"PRFI",0,0
2020,"BFISH_2020_F","Maui Nui","S02",95.5548,15226,"APRU",0,0
2020,"BFISH_2020_F","Maui Nui","S02",95.5548,15226,"ETCA",0,0
2020,"BFISH_2020_F","Maui Nui","S02",95.5548,15226,"HYQU",0,0
2020,"BFISH_2020_F","Maui Nui","S02",95.5548,15226,"ETCO",0,0
2020,"BFISH_2020_F","Maui Nui","S02",95.5548,15226,"PRSI",0,0
2020,"BFISH_2020_F","Maui Nui","S02",95.5548,15361,"APRU",0,0
2020,"BFISH_2020_F","Maui Nui","S02",95.5548,15361,"ETCA",0,0
2020,"BFISH_2020_F","Maui Nui","S02",95.5548,15361,"HYQU",0,0
2020,"BFISH_2020_F","Maui Nui","S02",95.5548,15361,"ETCO",0,0
2020,"BFISH_2020_F","Maui Nui","S02",95.5548,15361,"PRFI",0,0
2020,"BFISH_2020_F","Maui Nui","S02",95.5548,15361,"PRSI",0,0
2020,"BFISH_2020_F","Maui Nui","S02",95.5548,15361,"PRZO",0,0
2020,"BFISH_2020_F","Maui Nui","S02",108.204,15742,"PRFI",0,0
2020,"BFISH_2020_F","Maui Nui","S02",108.204,15742,"PRZO",0,0
2020,"BFISH_2020_F","Maui Nui","S02",108.204,15742,"ETCO",0,0
2020,"BFISH_2020_F","Maui Nui","S02",108.204,15742,"HYQU",0,0
2020,"BFISH_2020_F","Maui Nui","S02",108.204,15742,"APRU",0,0
2020,"BFISH_2020_F","Maui Nui","S02",108.204,15742,"PRSI",0,0
2020,"BFISH_2020_F","Maui Nui","S02",108.204,15742,"ETCA",0,0
2020,"BFISH_2020_F","Maui Nui","S02",105.156,15969,"ETCA",0,0
2020,"BFISH_2020_F","Maui Nui","S02",105.156,15969,"APRU",0,0
2020,"BFISH_2020_F","Maui Nui","S02",105.156,15969,"HYQU",0,0
2020,"BFISH_2020_F","Maui Nui","S02",105.156,15969,"PRZO",0,0
2020,"BFISH_2020_F","Maui Nui","S02",105.156,15969,"ETCO",0,0
2020,"BFISH_2020_F","Maui Nui","S02",105.156,15969,"PRFI",0,0
2020,"BFISH_2020_F","Maui Nui","S02",105.156,15969,"PRSI",0,0
2020,"BFISH_2020_F","Maui Nui","S02",104.2416,17244,"PRFI",0,0
2020,"BFISH_2020_F","Maui Nui","S02",104.2416,17244,"APRU",0,0
2020,"BFISH_2020_F","Maui Nui","S02",104.2416,17244,"PRZO",0,0
2020,"BFISH_2020_F","Maui Nui","S02",104.2416,17244,"HYQU",0,0
2020,"BFISH_2020_F","Maui Nui","S02",104.2416,17244,"ETCO",0,0
2020,"BFISH_2020_F","Maui Nui","S02",104.2416,17244,"PRSI",0,0
2020,"BFISH_2020_F","Maui Nui","S02",104.2416,17244,"ETCA",0,0
2020,"BFISH_2020_F","Maui Nui","S02",109.36224,21093,"APRU",0,0
2020,"BFISH_2020_F","Maui Nui","S02",109.36224,21093,"PRZO",0,0
2020,"BFISH_2020_F","Maui Nui","S02",109.36224,21093,"HYQU",0,0
2020,"BFISH_2020_F","Maui Nui","S02",109.36224,21093,"PRSI",0,0
2020,"BFISH_2020_F","Maui Nui","S02",109.36224,21093,"ETCO",0,0
2020,"BFISH_2020_F","Maui Nui","S02",109.36224,21093,"PRFI",0,0
2020,"BFISH_2020_F","Maui Nui","S02",109.36224,21093,"ETCA",0,0
2020,"BFISH_2020_F","Maui Nui","S02",95.0325,26279,"PRZO",0,0
2020,"BFISH_2020_F","Maui Nui","S02",95.0325,26279,"PRSI",0,0
2020,"BFISH_2020_F","Maui Nui","S02",95.0325,26279,"APRU",0,0
2020,"BFISH_2020_F","Maui Nui","S02",95.0325,26279,"PRFI",59.719,0.5
2020,"BFISH_2020_F","Maui Nui","S02",95.0325,26279,"HYQU",0,0
2020,"BFISH_2020_F","Maui Nui","S02",95.0325,26279,"ETCO",0,0
2020,"BFISH_2020_F","Maui Nui","S02",95.0325,26279,"ETCA",0,0
2020,"BFISH_2020_F","Big Island","S02",105.4608,2931,"PRSI",0,0
2020,"BFISH_2020_F","Big Island","S02",105.4608,2931,"PRZO",0,0
2020,"BFISH_2020_F","Big Island","S02",105.4608,2931,"HYQU",0,0
2020,"BFISH_2020_F","Big Island","S02",105.4608,2931,"ETCO",0,0
2020,"BFISH_2020_F","Big Island","S02",105.4608,2931,"ETCA",0,0
2020,"BFISH_2020_F","Big Island","S02",105.4608,2931,"APRU",0,0
2020,"BFISH_2020_F","Big Island","S02",105.4608,2931,"PRFI",38,14.4550448106389
2020,"BFISH_2020_F","Big Island","S02",105.4608,2931,"PRFI",34,2.89100896212778
2020,"BFISH_2020_F","Big Island","S02",105.4608,2931,"PRFI",37,2.89100896212778
2020,"BFISH_2020_F","Maui Nui","S02",91.845,29356,"PRZO",0,0
2020,"BFISH_2020_F","Maui Nui","S02",91.845,29356,"ETCO",0,0
2020,"BFISH_2020_F","Maui Nui","S02",91.845,29356,"HYQU",0,0
2020,"BFISH_2020_F","Maui Nui","S02",91.845,29356,"APRU",0,0
2020,"BFISH_2020_F","Maui Nui","S02",91.845,29356,"ETCA",0,0
2020,"BFISH_2020_F","Maui Nui","S02",91.845,29356,"PRFI",0,0
2020,"BFISH_2020_F","Maui Nui","S02",91.845,29356,"PRSI",0,0
2020,"BFISH_2020_F","Oahu","S02",84.845,34330,"APRU",0,0
2020,"BFISH_2020_F","Oahu","S02",84.845,34330,"ETCO",0,0
2020,"BFISH_2020_F","Oahu","S02",84.845,34330,"HYQU",0,0
2020,"BFISH_2020_F","Oahu","S02",84.845,34330,"PRFI",0,0
2020,"BFISH_2020_F","Oahu","S02",84.845,34330,"PRZO",0,0
2020,"BFISH_2020_F","Oahu","S02",84.845,34330,"ETCA",0,0
2020,"BFISH_2020_F","Oahu","S02",84.845,34330,"PRSI",0,0
2020,"BFISH_2020_F","Oahu","S02",83.1575,34489,"PRSI",0,0
2020,"BFISH_2020_F","Oahu","S02",83.1575,34489,"PRZO",0,0
2020,"BFISH_2020_F","Oahu","S02",83.1575,34489,"APRU",0,0
2020,"BFISH_2020_F","Oahu","S02",83.1575,34489,"ETCA",0,0
2020,"BFISH_2020_F","Oahu","S02",83.1575,34489,"ETCO",0,0
2020,"BFISH_2020_F","Oahu","S02",83.1575,34489,"PRFI",0,0
2020,"BFISH_2020_F","Oahu","S02",83.1575,34489,"HYQU",0,0
2020,"BFISH_2020_F","Oahu","S02",106.845,35160,"HYQU",0,0
2020,"BFISH_2020_F","Oahu","S02",106.845,35160,"APRU",0,0
2020,"BFISH_2020_F","Oahu","S02",106.845,35160,"PRSI",0,0
2020,"BFISH_2020_F","Oahu","S02",106.845,35160,"PRZO",0,0
2020,"BFISH_2020_F","Oahu","S02",106.845,35160,"ETCO",0,0
2020,"BFISH_2020_F","Oahu","S02",106.845,35160,"PRFI",0,0
2020,"BFISH_2020_F","Oahu","S02",106.845,35160,"ETCA",0,0
2020,"BFISH_2020_F","Kauai","S02",106.3752,45298,"APRU",0,0
2020,"BFISH_2020_F","Kauai","S02",106.3752,45298,"HYQU",0,0
2020,"BFISH_2020_F","Kauai","S02",106.3752,45298,"ETCO",0,0
2020,"BFISH_2020_F","Kauai","S02",106.3752,45298,"ETCA",0,0
2020,"BFISH_2020_F","Kauai","S02",106.3752,45298,"PRSI",0,0
2020,"BFISH_2020_F","Kauai","S02",106.3752,45298,"PRZO",0,0
2020,"BFISH_2020_F","Kauai","S02",106.3752,45298,"PRFI",0,0
2020,"BFISH_2020_F","Big Island","S02",99.9744,5819,"PRFI",0,0
2020,"BFISH_2020_F","Big Island","S02",99.9744,5819,"ETCO",0,0
2020,"BFISH_2020_F","Big Island","S02",99.9744,5819,"APRU",0,0
2020,"BFISH_2020_F","Big Island","S02",99.9744,5819,"PRSI",0,0
2020,"BFISH_2020_F","Big Island","S02",99.9744,5819,"PRZO",0,0
2020,"BFISH_2020_F","Big Island","S02",99.9744,5819,"ETCA",0,0
2020,"BFISH_2020_F","Big Island","S02",99.9744,5819,"HYQU",0,0
2020,"BFISH_2020_F","Big Island","S02",103.632,8795,"PRFI",0,0
2020,"BFISH_2020_F","Big Island","S02",103.632,8795,"PRZO",0,0
2020,"BFISH_2020_F","Big Island","S02",103.632,8795,"HYQU",0,0
2020,"BFISH_2020_F","Big Island","S02",103.632,8795,"ETCO",0,0
2020,"BFISH_2020_F","Big Island","S02",103.632,8795,"PRSI",0,0
2020,"BFISH_2020_F","Big Island","S02",103.632,8795,"ETCA",0,0
2020,"BFISH_2020_F","Big Island","S02",103.632,8795,"APRU",0,0
2020,"BFISH_2020_F","Maui Nui","S03",86.868,14974,"ETCA",0,0
2020,"BFISH_2020_F","Maui Nui","S03",86.868,14974,"HYQU",0,0
2020,"BFISH_2020_F","Maui Nui","S03",86.868,14974,"APRU",0,0
2020,"BFISH_2020_F","Maui Nui","S03",86.868,14974,"PRZO",0,0
2020,"BFISH_2020_F","Maui Nui","S03",86.868,14974,"PRSI",0,0
2020,"BFISH_2020_F","Maui Nui","S03",86.868,14974,"PRFI",0,0
2020,"BFISH_2020_F","Maui Nui","S03",86.868,14974,"ETCO",0,0
2020,"BFISH_2020_F","Maui Nui","S03",96.4692,16222,"HYQU",0,0
2020,"BFISH_2020_F","Maui Nui","S03",96.4692,16222,"ETCO",0,0
2020,"BFISH_2020_F","Maui Nui","S03",96.4692,16222,"ETCA",0,0
2020,"BFISH_2020_F","Maui Nui","S03",96.4692,16222,"PRZO",0,0
2020,"BFISH_2020_F","Maui Nui","S03",96.4692,16222,"PRSI",0,0
2020,"BFISH_2020_F","Maui Nui","S03",96.4692,16222,"PRFI",0,0
2020,"BFISH_2020_F","Maui Nui","S03",96.4692,16222,"APRU",0,0
2020,"BFISH_2020_F","Big Island","S03",100.1268,2673,"APRU",0,0
2020,"BFISH_2020_F","Big Island","S03",100.1268,2673,"PRSI",0,0
2020,"BFISH_2020_F","Big Island","S03",100.1268,2673,"ETCA",0,0
2020,"BFISH_2020_F","Big Island","S03",100.1268,2673,"PRFI",0,0
2020,"BFISH_2020_F","Big Island","S03",100.1268,2673,"PRZO",0,0
2020,"BFISH_2020_F","Big Island","S03",100.1268,2673,"HYQU",0,0
2020,"BFISH_2020_F","Big Island","S03",100.1268,2673,"ETCO",0,0
2020,"BFISH_2020_F","Oahu","S03",85.37,35713,"ETCA",0,0
2020,"BFISH_2020_F","Oahu","S03",85.37,35713,"PRZO",0,0
2020,"BFISH_2020_F","Oahu","S03",85.37,35713,"HYQU",0,0
2020,"BFISH_2020_F","Oahu","S03",85.37,35713,"PRFI",0,0
2020,"BFISH_2020_F","Oahu","S03",85.37,35713,"ETCO",0,0
2020,"BFISH_2020_F","Oahu","S03",85.37,35713,"PRSI",0,0
2020,"BFISH_2020_F","Oahu","S03",85.37,35713,"APRU",0,0
2020,"BFISH_2020_F","Oahu","S03",105.2825,36431,"ETCA",0,0
2020,"BFISH_2020_F","Oahu","S03",105.2825,36431,"ETCO",0,0
2020,"BFISH_2020_F","Oahu","S03",105.2825,36431,"PRZO",0,0
2020,"BFISH_2020_F","Oahu","S03",105.2825,36431,"APRU",0,0
2020,"BFISH_2020_F","Oahu","S03",105.2825,36431,"PRSI",0,0
2020,"BFISH_2020_F","Oahu","S03",105.2825,36431,"HYQU",0,0
2020,"BFISH_2020_F","Oahu","S03",105.2825,36431,"PRFI",0,0
2020,"BFISH_2020_F","Oahu","S03",81.7825,36918,"APRU",0,0
2020,"BFISH_2020_F","Oahu","S03",81.7825,36918,"ETCA",0,0
2020,"BFISH_2020_F","Oahu","S03",81.7825,36918,"ETCO",0,0
2020,"BFISH_2020_F","Oahu","S03",81.7825,36918,"PRZO",0,0
2020,"BFISH_2020_F","Oahu","S03",81.7825,36918,"PRSI",0,0
2020,"BFISH_2020_F","Oahu","S03",81.7825,36918,"HYQU",0,0
2020,"BFISH_2020_F","Oahu","S03",81.7825,36918,"PRFI",0,0
2020,"BFISH_2020_F","Kauai","S03",93.0402,44698,"PRFI",0,0
2020,"BFISH_2020_F","Kauai","S03",93.0402,44698,"PRSI",0,0
2020,"BFISH_2020_F","Kauai","S03",93.0402,44698,"ETCO",0,0
2020,"BFISH_2020_F","Kauai","S03",93.0402,44698,"HYQU",0,0
2020,"BFISH_2020_F","Kauai","S03",93.0402,44698,"PRZO",0,0
2020,"BFISH_2020_F","Kauai","S03",93.0402,44698,"APRU",0,0
2020,"BFISH_2020_F","Kauai","S03",93.0402,44698,"ETCA",0,0
2020,"BFISH_2020_F","Big Island","S03",90.5256,5809,"HYQU",0,0
2020,"BFISH_2020_F","Big Island","S03",90.5256,5809,"ETCA",0,0
2020,"BFISH_2020_F","Big Island","S03",90.5256,5809,"PRZO",0,0
2020,"BFISH_2020_F","Big Island","S03",90.5256,5809,"APRU",0,0
2020,"BFISH_2020_F","Big Island","S03",90.5256,5809,"ETCO",0,0
2020,"BFISH_2020_F","Big Island","S03",90.5256,5809,"PRFI",0,0
2020,"BFISH_2020_F","Big Island","S03",90.5256,5809,"PRSI",0,0
2020,"BFISH_2020_F","Maui Nui","S04",106.0704,16622,"PRZO",0,0
2020,"BFISH_2020_F","Maui Nui","S04",106.0704,16622,"PRFI",0,0
2020,"BFISH_2020_F","Maui Nui","S04",106.0704,16622,"ETCO",0,0
2020,"BFISH_2020_F","Maui Nui","S04",106.0704,16622,"APRU",0,0
2020,"BFISH_2020_F","Maui Nui","S04",106.0704,16622,"HYQU",0,0
2020,"BFISH_2020_F","Maui Nui","S04",106.0704,16622,"PRSI",0,0
2020,"BFISH_2020_F","Maui Nui","S04",106.0704,16622,"ETCA",0,0
2020,"BFISH_2020_F","Big Island","S04",77.1144,2524,"HYQU",0,0
2020,"BFISH_2020_F","Big Island","S04",77.1144,2524,"ETCO",0,0
2020,"BFISH_2020_F","Big Island","S04",77.1144,2524,"PRZO",0,0
2020,"BFISH_2020_F","Big Island","S04",77.1144,2524,"PRSI",0,0
2020,"BFISH_2020_F","Big Island","S04",77.1144,2524,"ETCA",0,0
2020,"BFISH_2020_F","Big Island","S04",77.1144,2524,"PRFI",0,0
2020,"BFISH_2020_F","Big Island","S04",77.1144,2524,"APRU",0,0
2020,"BFISH_2020_F","Maui Nui","S04",77.47,25752,"APRU",0,0
2020,"BFISH_2020_F","Maui Nui","S04",77.47,25752,"PRFI",0,0
2020,"BFISH_2020_F","Maui Nui","S04",77.47,25752,"ETCA",0,0
2020,"BFISH_2020_F","Maui Nui","S04",77.47,25752,"ETCO",0,0
2020,"BFISH_2020_F","Maui Nui","S04",77.47,25752,"HYQU",0,0
2020,"BFISH_2020_F","Maui Nui","S04",77.47,25752,"PRZO",0,0
2020,"BFISH_2020_F","Maui Nui","S04",77.47,25752,"PRSI",0,0
2020,"BFISH_2020_F","Maui Nui","S04",71.3232,31833,"APRU",0,0
2020,"BFISH_2020_F","Maui Nui","S04",71.3232,31833,"PRZO",0,0
2020,"BFISH_2020_F","Maui Nui","S04",71.3232,31833,"PRFI",0,0
2020,"BFISH_2020_F","Maui Nui","S04",71.3232,31833,"ETCA",0,0
2020,"BFISH_2020_F","Maui Nui","S04",71.3232,31833,"ETCO",0,0
2020,"BFISH_2020_F","Maui Nui","S04",71.3232,31833,"PRSI",0,0
2020,"BFISH_2020_F","Maui Nui","S04",71.3232,31833,"HYQU",0,0
2020,"BFISH_2020_F","Oahu","S04",84.22,33838,"PRZO",0,0
2020,"BFISH_2020_F","Oahu","S04",84.22,33838,"APRU",0,0
2020,"BFISH_2020_F","Oahu","S04",84.22,33838,"PRSI",0,0
2020,"BFISH_2020_F","Oahu","S04",84.22,33838,"PRFI",0,0
2020,"BFISH_2020_F","Oahu","S04",84.22,33838,"ETCA",0,0
2020,"BFISH_2020_F","Oahu","S04",84.22,33838,"ETCO",0,0
2020,"BFISH_2020_F","Oahu","S04",84.22,33838,"HYQU",0,0
2020,"BFISH_2020_F","Oahu","S04",73.97,34001,"PRSI",0,0
2020,"BFISH_2020_F","Oahu","S04",73.97,34001,"PRFI",0,0
2020,"BFISH_2020_F","Oahu","S04",73.97,34001,"HYQU",0,0
2020,"BFISH_2020_F","Oahu","S04",73.97,34001,"PRZO",0,0
2020,"BFISH_2020_F","Oahu","S04",73.97,34001,"ETCO",0,0
2020,"BFISH_2020_F","Oahu","S04",73.97,34001,"ETCA",0,0
2020,"BFISH_2020_F","Oahu","S04",73.97,34001,"APRU",0,0
2020,"BFISH_2020_F","Big Island","S04",79.5528,5033,"ETCO",0,0
2020,"BFISH_2020_F","Big Island","S04",79.5528,5033,"PRSI",0,0
2020,"BFISH_2020_F","Big Island","S04",79.5528,5033,"HYQU",0,0
2020,"BFISH_2020_F","Big Island","S04",79.5528,5033,"ETCA",0,0
2020,"BFISH_2020_F","Big Island","S04",79.5528,5033,"APRU",0,0
2020,"BFISH_2020_F","Big Island","S04",79.5528,5033,"PRZO",0,0
2020,"BFISH_2020_F","Big Island","S04",79.5528,5033,"PRFI",0,0
2020,"BFISH_2020_F","Maui Nui","S05",138.0744,10357,"PRZO",0,0
2020,"BFISH_2020_F","Maui Nui","S05",138.0744,10357,"PRSI",0,0
2020,"BFISH_2020_F","Maui Nui","S05",138.0744,10357,"ETCO",0,0
2020,"BFISH_2020_F","Maui Nui","S05",138.0744,10357,"PRFI",0,0
2020,"BFISH_2020_F","Maui Nui","S05",138.0744,10357,"APRU",0,0
2020,"BFISH_2020_F","Maui Nui","S05",138.0744,10357,"HYQU",0,0
2020,"BFISH_2020_F","Maui Nui","S05",138.0744,10357,"ETCA",0,0
2020,"BFISH_2020_F","Maui Nui","S05",114.7572,13242,"PRFI",0,0
2020,"BFISH_2020_F","Maui Nui","S05",114.7572,13242,"ETCO",0,0
2020,"BFISH_2020_F","Maui Nui","S05",114.7572,13242,"PRZO",0,0
2020,"BFISH_2020_F","Maui Nui","S05",114.7572,13242,"PRSI",0,0
2020,"BFISH_2020_F","Maui Nui","S05",114.7572,13242,"ETCA",0,0
2020,"BFISH_2020_F","Maui Nui","S05",114.7572,13242,"APRU",0,0
2020,"BFISH_2020_F","Maui Nui","S05",114.7572,13242,"HYQU",0,0
2020,"BFISH_2020_F","Maui Nui","S05",139.78128,22825,"PRSI",0,0
2020,"BFISH_2020_F","Maui Nui","S05",139.78128,22825,"APRU",0,0
2020,"BFISH_2020_F","Maui Nui","S05",139.78128,22825,"HYQU",0,0
2020,"BFISH_2020_F","Maui Nui","S05",139.78128,22825,"ETCA",0,0
2020,"BFISH_2020_F","Maui Nui","S05",139.78128,22825,"PRZO",0,0
2020,"BFISH_2020_F","Maui Nui","S05",139.78128,22825,"PRFI",0,0
2020,"BFISH_2020_F","Maui Nui","S05",139.78128,22825,"ETCO",0,0
2020,"BFISH_2020_F","Maui Nui","S05",155.9052,24503,"HYQU",0,0
2020,"BFISH_2020_F","Maui Nui","S05",155.9052,24503,"ETCO",0,0
2020,"BFISH_2020_F","Maui Nui","S05",155.9052,24503,"PRSI",0,0
2020,"BFISH_2020_F","Maui Nui","S05",155.9052,24503,"ETCA",0,0
2020,"BFISH_2020_F","Maui Nui","S05",155.9052,24503,"PRZO",0,0
2020,"BFISH_2020_F","Maui Nui","S05",155.9052,24503,"PRFI",0,0
2020,"BFISH_2020_F","Maui Nui","S05",155.9052,24503,"APRU",0,0
2020,"BFISH_2020_F","Maui Nui","S05",120.07125,25772,"APRU",0,0
2020,"BFISH_2020_F","Maui Nui","S05",120.07125,25772,"ETCA",0,0
2020,"BFISH_2020_F","Maui Nui","S05",120.07125,25772,"ETCO",0,0
2020,"BFISH_2020_F","Maui Nui","S05",120.07125,25772,"HYQU",0,0
2020,"BFISH_2020_F","Maui Nui","S05",120.07125,25772,"PRFI",0,0
2020,"BFISH_2020_F","Maui Nui","S05",120.07125,25772,"PRSI",0,0
2020,"BFISH_2020_F","Maui Nui","S05",120.07125,25772,"PRZO",0,0
2020,"BFISH_2020_F","Maui Nui","S05",144.018,27425,"HYQU",0,0
2020,"BFISH_2020_F","Maui Nui","S05",144.018,27425,"PRFI",0,0
2020,"BFISH_2020_F","Maui Nui","S05",144.018,27425,"ETCO",0,0
2020,"BFISH_2020_F","Maui Nui","S05",144.018,27425,"PRZO",0,0
2020,"BFISH_2020_F","Maui Nui","S05",144.018,27425,"PRSI",0,0
2020,"BFISH_2020_F","Maui Nui","S05",144.018,27425,"APRU",0,0
2020,"BFISH_2020_F","Maui Nui","S05",144.018,27425,"ETCA",0,0
2020,"BFISH_2020_F","Big Island","S05",148.86432,2743,"PRSI",0,0
2020,"BFISH_2020_F","Big Island","S05",148.86432,2743,"PRFI",0,0
2020,"BFISH_2020_F","Big Island","S05",148.86432,2743,"PRZO",33,1
