"YEAR","BFISH","PSU","STRATA_2020","SAMPLE_DEPTH_M","SPECIES_CD","abund","uabund"
2021,"BFISH_2021_F",34115,"S22",320.04,"ETCO",0,0
2020,"BFISH_2020_F",44105,"S16",213.0552,"ETCO",0,0
2021,"BFISH_2021_F",38445,"S22",295.3512,"ETCO",0,0
2020,"BFISH_2020_F",20797,"S20",275.6916,"ETCO",0,0
2021,"BFISH_2021_F",6245,"S22",249.936,"ETCO",0,0
2020,"BFISH_2020_F",13446,"S22",259.0038,"ETCO",12.66784899924,0
2020,"BFISH_2020_F",8414,"S24",340.1568,"ETCO",0,0
2021,"BFISH_2021_F",10744,"S24",338.328,"ETCO",0,0
2020,"BFISH_2020_F",32810,"S20",235.0008,"ETCO",0,0
2022,"BFISH_2022_F",31079,"S13",186.9948,"ETCO",0,0
2020,"BFISH_2020_F",24344,"S20",223.1136,"ETCO",0,0
2021,"BFISH_2021_F",12295,"S22",241.8588,"ETCO",0,0
2021,"BFISH_2021_F",9269,"S20",323.2404,"ETCO",0,0
2020,"BFISH_2020_F",4321,"S21",255.1176,"ETCO",0,0
2021,"BFISH_2021_F",13782,"S24",350.6724,"ETCO",0,0
2020,"BFISH_2020_F",23869,"S14",202.0824,"ETCO",0,0
2022,"BFISH_2022_F",30154,"S19",256.032,"ETCO",0,0
2020,"BFISH_2020_F",538,"S21",285.5976,"ETCO",0,0
2020,"BFISH_2020_F",11832,"S19",272.4912,"ETCO",0,0
2021,"BFISH_2021_F",10882,"S22",294.894,"ETCO",2.53356979984799,0
2021,"BFISH_2021_F",38643,"S21",279.3492,"ETCO",0,0
2021,"BFISH_2021_F",11376,"S21",290.7792,"ETCO",0,0
2022,"BFISH_2022_F",14665,"S20",264.2616,"ETCO",0,0
2021,"BFISH_2021_F",42030,"S14",191.4144,"ETCO",0,0
2020,"BFISH_2020_F",304,"S22",294.132,"ETCO",0,0
2022,"BFISH_2022_F",28022,"S17",311.8104,"ETCO",0,0
2020,"BFISH_2020_F",31412,"S22",302.0568,"ETCO",0,0
2021,"BFISH_2021_F",18471,"S24",359.8164,"ETCO",0,0
2020,"BFISH_2020_F",11283,"S22",291.2364,"ETCO",0,0
2020,"BFISH_2020_F",32156,"S22",253.746,"ETCO",0,0
2020,"BFISH_2020_F",29731,"S17",326.898,"ETCO",0,0
2021,"BFISH_2021_F",14499,"S21",317.2968,"ETCO",0,0
2020,"BFISH_2020_F",38165,"S16",215.3075,"ETCO",0,0
2021,"BFISH_2021_F",5373,"S21",263.9568,"ETCO",0,0
2022,"BFISH_2022_F",17415,"S20",299.9232,"ETCO",0,0
2021,"BFISH_2021_F",38820,"S20",254.2032,"ETCO",0,0
2022,"BFISH_2022_F",44496,"S13",190.15,"ETCO",0,0
2020,"BFISH_2020_F",11574,"S22",242.6208,"ETCO",5.06713959969598,0
2022,"BFISH_2022_F",45394,"S13",201.7776,"ETCO",0,0
2020,"BFISH_2020_F",38250,"S17",223.5708,"ETCO",0,0
2021,"BFISH_2021_F",15308,"S22",231.3432,"ETCO",0,0
2020,"BFISH_2020_F",40966,"S14",214.2744,"ETCO",0,0
2020,"BFISH_2020_F",34115,"S22",310.5912,"ETCO",0,0
2022,"BFISH_2022_F",18680,"S20",277.9776,"ETCO",0,0
2022,"BFISH_2022_F",1543,"S16",200.3,"ETCO",0,0
2021,"BFISH_2021_F",45248,"S14",183.7944,"ETCO",0,0
2022,"BFISH_2022_F",45076,"S17",323.6976,"ETCO",0,0
2021,"BFISH_2021_F",20463,"S21",238.2012,"ETCO",0,0
2021,"BFISH_2021_F",23801,"S18",243.2304,"ETCO",0,0
2020,"BFISH_2020_F",14237,"S16",186.7662,"ETCO",0,0
2022,"BFISH_2022_F",45427,"S17",259.6896,"ETCO",0,0
2021,"BFISH_2021_F",23032,"S22",284.607,"ETCO",0,0
2021,"BFISH_2021_F",29041,"S18",262.7376,"ETCO",5.06713959969598,0
2021,"BFISH_2021_F",2347,"S22",220.98,"ETCO",0,0
2020,"BFISH_2020_F",37691,"S22",278.892,"ETCO",0,0
2021,"BFISH_2021_F",34014,"S19",250.5456,"ETCO",0,0
2020,"BFISH_2020_F",37845,"S22",242.316,"ETCO",0,0
2021,"BFISH_2021_F",40323,"S22",280.7208,"ETCO",0,0
2022,"BFISH_2022_F",26773,"S13",203.9112,"ETCO",0,0
2020,"BFISH_2020_F",28781,"S22",234.696,"ETCO",5.06713959969598,0
2020,"BFISH_2020_F",7129,"S14",183.7944,"ETCO",0,0
2022,"BFISH_2022_F",7611,"S17",295.8084,"ETCO",0,0
2021,"BFISH_2021_F",30979,"S21",220.8276,"ETCO",2.53356979984799,0
2020,"BFISH_2020_F",12059,"S22",247.4976,"ETCO",2.53356979984799,0
2021,"BFISH_2021_F",14438,"S13",207.5688,"ETCO",0,0
2022,"BFISH_2022_F",25793,"S20",258.7752,"ETCO",0,0
2020,"BFISH_2020_F",42181,"S21",329.184,"ETCO",0,0
2022,"BFISH_2022_F",25802,"S20",271.5768,"ETCO",0,0
2021,"BFISH_2021_F",35060,"S24",352.044,"ETCO",0,0
2020,"BFISH_2020_F",2937,"S22",323.6976,"ETCO",0,0
2022,"BFISH_2022_F",1165,"S14",210.9216,"ETCO",0,0
2021,"BFISH_2021_F",25297,"S13",215.7984,"ETCO",0,0
2022,"BFISH_2022_F",31228,"S20",269.2908,"ETCO",0,0
2021,"BFISH_2021_F",8586,"S20",289.8648,"ETCO",0,0
2021,"BFISH_2021_F",16782,"S14",206.1972,"ETCO",0,0
2020,"BFISH_2020_F",628,"S20",233.4768,"ETCO",0,0
2022,"BFISH_2022_F",6186,"S16",190.8048,"ETCO",0,0
2022,"BFISH_2022_F",3233,"S20",285.2928,"ETCO",0,0
2020,"BFISH_2020_F",1765,"S15",210.9216,"ETCO",0,0
2021,"BFISH_2021_F",28282,"S13",205.74,"ETCO",0,0
2020,"BFISH_2020_F",38358,"S22",291.0078,"ETCO",0,0
2020,"BFISH_2020_F",14172,"S22",280.2636,"ETCO",0,0
2022,"BFISH_2022_F",27695,"S18",236.5248,"ETCO",5.06713959969598,0
2021,"BFISH_2021_F",34812,"S13",202.9968,"ETCO",0,0
2020,"BFISH_2020_F",3516,"S20",284.8356,"ETCO",0,0
2021,"BFISH_2021_F",6304,"S20",304.8,"ETCO",0,0
2020,"BFISH_2020_F",26394,"S15",213.0552,"ETCO",0,0
2020,"BFISH_2020_F",38359,"S22",293.9796,"ETCO",0,0
2022,"BFISH_2022_F",29042,"S18",263.3472,"ETCO",0,0
2020,"BFISH_2020_F",38527,"S22",317.2968,"ETCO",0,0
2022,"BFISH_2022_F",29507,"S18",225.8568,"ETCO",2.53356979984799,0
2021,"BFISH_2021_F",38882,"S24",355.7016,"ETCO",0,0
2021,"BFISH_2021_F",42446,"S22",277.0632,"ETCO",2.53356979984799,0
2020,"BFISH_2020_F",14634,"S22",276.1488,"ETCO",0,0
2021,"BFISH_2021_F",11201,"S22",265.6332,"ETCO",2.53356979984799,0
2022,"BFISH_2022_F",36030,"S20",296.7228,"ETCO",0,0
2022,"BFISH_2022_F",24354,"S16",209.3976,"ETCO",0,0
2020,"BFISH_2020_F",38420,"S15",200.7108,"ETCO",0,0
2021,"BFISH_2021_F",11477,"S22",254.2032,"ETCO",0,0
2020,"BFISH_2020_F",39679,"S22",267.9192,"ETCO",0,0
2020,"BFISH_2020_F",1484,"S22",270.0528,"ETCO",0,0
2021,"BFISH_2021_F",45073,"S13",216.7128,"ETCO",0,0
2022,"BFISH_2022_F",37114,"S20",291.2364,"ETCO",0,0
2021,"BFISH_2021_F",30261,"S22",290.7792,"ETCO",0,0
2022,"BFISH_2022_F",4531,"S14",212.4456,"ETCO",0,0
2020,"BFISH_2020_F",39846,"S22",254.889,"ETCO",0,0
2020,"BFISH_2020_F",34176,"S19",273.4056,"ETCO",0,0
2022,"BFISH_2022_F",11532,"S19",253.746,"ETCO",7.60070939954396,0
2021,"BFISH_2021_F",31412,"S22",307.2384,"ETCO",0,0
2022,"BFISH_2022_F",5268,"S14",186.65,"ETCO",0,0
2021,"BFISH_2021_F",9797,"S21",299.9232,"ETCO",0,0
2020,"BFISH_2020_F",34809,"S19",245.9736,"ETCO",0,0
2021,"BFISH_2021_F",42445,"S24",351.5868,"ETCO",0,0
2021,"BFISH_2021_F",31515,"S22",306.6288,"ETCO",0,0
2022,"BFISH_2022_F",39036,"S20",299.9232,"ETCO",0,0
2021,"BFISH_2021_F",4262,"S24",342.4428,"ETCO",0,0
2022,"BFISH_2022_F",11832,"S19",271.5768,"ETCO",0,0
2020,"BFISH_2020_F",35355,"S19",316.8396,"ETCO",0,0
2021,"BFISH_2021_F",11937,"S22",299.9232,"ETCO",0,0
2020,"BFISH_2020_F",40202,"S22",247.4976,"ETCO",0,0
2021,"BFISH_2021_F",14207,"S14",197.5104,"ETCO",0,0
2022,"BFISH_2022_F",3909,"S20",287.7312,"ETCO",0,0
2020,"BFISH_2020_F",2183,"S22",301.752,"ETCO",0,0
2021,"BFISH_2021_F",14329,"S14",193.8528,"ETCO",0,0
2020,"BFISH_2020_F",9841,"S20",250.0884,"ETCO",0,0
2022,"BFISH_2022_F",39377,"S20",318.6684,"ETCO",0,0
2020,"BFISH_2020_F",11565,"S20",251.46,"ETCO",0,0
2021,"BFISH_2021_F",15181,"S14",213.9696,"ETCO",0,0
2021,"BFISH_2021_F",35176,"S22",285.2928,"ETCO",0,0
2020,"BFISH_2020_F",40834,"S22",237.4392,"ETCO",0,0
2022,"BFISH_2022_F",3983,"S20",322.326,"ETCO",0,0
2021,"BFISH_2021_F",10979,"S22",244.1448,"ETCO",0,0
2020,"BFISH_2020_F",23560,"S22",283.464,"ETCO",2.53356979984799,0
2020,"BFISH_2020_F",12537,"S20",313.182,"ETCO",0,0
2022,"BFISH_2022_F",3984,"S20",327.3552,"ETCO",0,0
2021,"BFISH_2021_F",8779,"S22",256.7178,"ETCO",2.53356979984799,0
2021,"BFISH_2021_F",41197,"S22",292.9128,"ETCO",0,0
2020,"BFISH_2020_F",41583,"S22",244.7544,"ETCO",0,0
2022,"BFISH_2022_F",31314,"S20",287.5788,"ETCO",0,0
2022,"BFISH_2022_F",41927,"S20",245.0592,"ETCO",0,0
2022,"BFISH_2022_F",13707,"S15",206.6544,"ETCO",0,0
2020,"BFISH_2020_F",13207,"S20",293.9796,"ETCO",0,0
2022,"BFISH_2022_F",13884,"S15",213.5124,"ETCO",0,0
2020,"BFISH_2020_F",24094,"S22",252.8316,"ETCO",0,0
2021,"BFISH_2021_F",9496,"S20",251.46,"ETCO",0,0
2021,"BFISH_2021_F",9617,"S22",224.028,"ETCO",0,0
2021,"BFISH_2021_F",13051,"S22",297.6372,"ETCO",0,0
2020,"BFISH_2020_F",422,"S22",277.368,"ETCO",0,0
2021,"BFISH_2021_F",21002,"S14",184.7088,"ETCO",0,0
2020,"BFISH_2020_F",2420,"S22",274.6248,"ETCO",0,0
2021,"BFISH_2021_F",5626,"S24",346.5576,"ETCO",0,0
2022,"BFISH_2022_F",43458,"S20",250.2408,"ETCO",0,0
2022,"BFISH_2022_F",43957,"S20",222.504,"ETCO",0,0
2020,"BFISH_2020_F",42446,"S22",270.0528,"ETCO",10.134279199392,0
2020,"BFISH_2020_F",17073,"S20",307.2384,"ETCO",0,0
2021,"BFISH_2021_F",13326,"S22",299.466,"ETCO",0,0
2022,"BFISH_2022_F",30262,"S19",294.4368,"ETCO",0,0
2020,"BFISH_2020_F",42133,"S13",194.7672,"ETCO",0,0
2020,"BFISH_2020_F",25213,"S22",245.0592,"ETCO",0,0
2021,"BFISH_2021_F",2332,"S14",190.5,"ETCO",0,0
2022,"BFISH_2022_F",1882,"S15",209.55,"ETCO",0,0
2022,"BFISH_2022_F",5549,"S20",283.464,"ETCO",0,0
2020,"BFISH_2020_F",43109,"S22",224.9424,"ETCO",0,0
2022,"BFISH_2022_F",34013,"S19",239.5728,"ETCO",0,0
2021,"BFISH_2021_F",1655,"S16",193.8528,"ETCO",0,0
2020,"BFISH_2020_F",2265,"S21",251.7648,"ETCO",0,0
2020,"BFISH_2020_F",43463,"S22",228.1428,"ETCO",0,0
2021,"BFISH_2021_F",37538,"S22",251.46,"ETCO",0,0
2021,"BFISH_2021_F",14631,"S21",279.3492,"ETCO",0,0
2020,"BFISH_2020_F",20471,"S20",297.6372,"ETCO",0,0
2021,"BFISH_2021_F",37689,"S22",319.1256,"ETCO",0,0
2021,"BFISH_2021_F",9669,"S17",226.7712,"ETCO",0,0
2021,"BFISH_2021_F",37921,"S22",312.7248,"ETCO",0,0
2022,"BFISH_2022_F",32301,"S15",205.74,"ETCO",0,0
2021,"BFISH_2021_F",38348,"S22",268.8336,"ETCO",0,0
2022,"BFISH_2022_F",7609,"S20",287.1216,"ETCO",0,0
2022,"BFISH_2022_F",3908,"S20",267.9192,"ETCO",0,0
2022,"BFISH_2022_F",7894,"S20",266.0904,"ETCO",0,0
2020,"BFISH_2020_F",11408,"S14",208.4832,"ETCO",0,0
2021,"BFISH_2021_F",3020,"S14",187.7568,"ETCO",0,0
2021,"BFISH_2021_F",30281,"S21",227.6856,"ETCO",0,0
2021,"BFISH_2021_F",10390,"S22",329.184,"ETCO",0,0
2022,"BFISH_2022_F",9049,"S14",184.3,"ETCO",0,0
2021,"BFISH_2021_F",38442,"S22",312.7248,"ETCO",0,0
2022,"BFISH_2022_F",8384,"S20",317.2968,"ETCO",0,0
2022,"BFISH_2022_F",45207,"S16",214.884,"ETCO",0,0
2022,"BFISH_2022_F",11076,"S20",325.5264,"ETCO",0,0
2021,"BFISH_2021_F",10164,"S24",334.2132,"ETCO",0,0
2020,"BFISH_2020_F",2895,"S22",316.8396,"ETCO",0,0
2022,"BFISH_2022_F",1133,"S20",287.1216,"ETCO",0,0
2020,"BFISH_2020_F",6245,"S22",253.8984,"ETCO",0,0
2022,"BFISH_2022_F",10066,"S21",283.7688,"ETCO",0,0
2021,"BFISH_2021_F",3458,"S21",298.0944,"ETCO",0,0
2021,"BFISH_2021_F",14396,"S22",281.6352,"ETCO",0,0
2020,"BFISH_2020_F",541,"S16",212.1408,"ETCO",0,0
2021,"BFISH_2021_F",39443,"S22",315.468,"ETCO",0,0
2022,"BFISH_2022_F",31210,"S16",202.55,"ETCO",0,0
2020,"BFISH_2020_F",8415,"S24",344.2716,"ETCO",0,0
2022,"BFISH_2022_F",13793,"S20",313.182,"ETCO",0,0
