"YEAR","BFISH","Island","STRATA_2020","SAMPLE_DEPTH_M","PSU","SPECIES_CD","LENGTH_CM","CPUE"
2016,"BFISH_2016_F","Oahu","S01",88,39242,"HYQU",0,0
2016,"BFISH_2016_F","Oahu","S01",88,39242,"ETCO",0,0
2016,"BFISH_2016_F","Oahu","S01",88,39242,"PRZO",0,0
2016,"BFISH_2016_F","Niihau","S01",100.47,39926,"PRFI",0,0
2016,"BFISH_2016_F","Niihau","S01",100.47,39926,"APRU",0,0
2016,"BFISH_2016_F","Niihau","S01",100.47,39926,"PRZO",0,0
2016,"BFISH_2016_F","Niihau","S01",100.47,39926,"ETCO",0,0
2016,"BFISH_2016_F","Niihau","S01",100.47,39926,"ETCA",0,0
2016,"BFISH_2016_F","Niihau","S01",100.47,39926,"PRSI",0,0
2016,"BFISH_2016_F","Niihau","S01",100.47,39926,"HYQU",0,0
2016,"BFISH_2016_F","Niihau","S01",81.345,40685,"ETCA",0,0
2016,"BFISH_2016_F","Niihau","S01",81.345,40685,"ETCO",0,0
2016,"BFISH_2016_F","Niihau","S01",81.345,40685,"PRSI",0,0
2016,"BFISH_2016_F","Niihau","S01",81.345,40685,"PRFI",0,0
2016,"BFISH_2016_F","Niihau","S01",81.345,40685,"HYQU",0,0
2016,"BFISH_2016_F","Niihau","S01",81.345,40685,"APRU",0,0
2016,"BFISH_2016_F","Niihau","S01",81.345,40685,"PRZO",0,0
2016,"BFISH_2016_F","Niihau","S01",102.97,41006,"PRFI",0,0
2016,"BFISH_2016_F","Niihau","S01",102.97,41006,"HYQU",0,0
2016,"BFISH_2016_F","Niihau","S01",102.97,41006,"ETCO",0,0
2016,"BFISH_2016_F","Niihau","S01",102.97,41006,"PRSI",0,0
2016,"BFISH_2016_F","Niihau","S01",102.97,41006,"PRZO",0,0
2016,"BFISH_2016_F","Niihau","S01",102.97,41006,"ETCA",0,0
2016,"BFISH_2016_F","Niihau","S01",102.97,41006,"APRU",0,0
2016,"BFISH_2016_F","Kauai","S01",76.095,41137,"APRU",0,0
2016,"BFISH_2016_F","Kauai","S01",76.095,41137,"PRZO",0,0
2016,"BFISH_2016_F","Kauai","S01",76.095,41137,"PRFI",0,0
2016,"BFISH_2016_F","Kauai","S01",76.095,41137,"HYQU",0,0
2016,"BFISH_2016_F","Kauai","S01",76.095,41137,"PRSI",0,0
2016,"BFISH_2016_F","Kauai","S01",76.095,41137,"ETCA",0,0
2016,"BFISH_2016_F","Kauai","S01",76.095,41137,"ETCO",0,0
2016,"BFISH_2016_F","Big Island","S01",84,4299,"ETCA",0,0
2016,"BFISH_2016_F","Big Island","S01",84,4299,"PRSI",0,0
2016,"BFISH_2016_F","Big Island","S01",84,4299,"PRZO",0,0
2016,"BFISH_2016_F","Big Island","S01",84,4299,"HYQU",0,0
2016,"BFISH_2016_F","Big Island","S01",84,4299,"APRU",0,0
2016,"BFISH_2016_F","Big Island","S01",84,4299,"PRFI",0,0
2016,"BFISH_2016_F","Big Island","S01",84,4299,"ETCO",0,0
2016,"BFISH_2016_F","Niihau","S01",107,43472,"ETCA",0,0
2016,"BFISH_2016_F","Niihau","S01",107,43472,"ETCO",0,0
2016,"BFISH_2016_F","Niihau","S01",107,43472,"PRZO",0,0
2016,"BFISH_2016_F","Niihau","S01",107,43472,"PRSI",0,0
2016,"BFISH_2016_F","Niihau","S01",107,43472,"HYQU",0,0
2016,"BFISH_2016_F","Niihau","S01",107,43472,"PRFI",0,0
2016,"BFISH_2016_F","Niihau","S01",107,43472,"APRU",0,0
2016,"BFISH_2016_F","Kauai","S01",78,44943,"ETCO",0,0
2016,"BFISH_2016_F","Kauai","S01",78,44943,"PRZO",0,0
2016,"BFISH_2016_F","Kauai","S01",78,44943,"ETCA",0,0
2016,"BFISH_2016_F","Kauai","S01",78,44943,"HYQU",0,0
2016,"BFISH_2016_F","Kauai","S01",78,44943,"PRFI",0,0
2016,"BFISH_2016_F","Kauai","S01",78,44943,"APRU",0,0
2016,"BFISH_2016_F","Kauai","S01",78,44943,"PRSI",0,0
2016,"BFISH_2016_F","Big Island","S01",83.56,89,"ETCO",0,0
2016,"BFISH_2016_F","Big Island","S01",83.56,89,"HYQU",0,0
2016,"BFISH_2016_F","Big Island","S01",83.56,89,"PRSI",0,0
2016,"BFISH_2016_F","Big Island","S01",83.56,89,"APRU",0,0
2016,"BFISH_2016_F","Big Island","S01",83.56,89,"ETCA",0,0
2016,"BFISH_2016_F","Big Island","S01",83.56,89,"PRFI",0,0
2016,"BFISH_2016_F","Big Island","S01",83.56,89,"PRZO",0,0
2016,"BFISH_2016_F","Maui Nui","S02",70.28,18252,"PRSI",0,0
2016,"BFISH_2016_F","Maui Nui","S02",70.28,18252,"ETCO",0,0
2016,"BFISH_2016_F","Maui Nui","S02",70.28,18252,"APRU",0,0
2016,"BFISH_2016_F","Maui Nui","S02",70.28,18252,"ETCA",0,0
2016,"BFISH_2016_F","Maui Nui","S02",70.28,18252,"HYQU",0,0
2016,"BFISH_2016_F","Maui Nui","S02",70.28,18252,"PRZO",0,0
2016,"BFISH_2016_F","Maui Nui","S02",70.28,18252,"PRFI",0,0
2016,"BFISH_2016_F","Maui Nui","S03",105.2025,17014,"APRU",0,0
2016,"BFISH_2016_F","Maui Nui","S03",105.2025,17014,"PRFI",0,0
2016,"BFISH_2016_F","Maui Nui","S03",105.2025,17014,"ETCO",0,0
2016,"BFISH_2016_F","Maui Nui","S03",105.2025,17014,"ETCA",0,0
2016,"BFISH_2016_F","Maui Nui","S03",105.2025,17014,"PRZO",0,0
2016,"BFISH_2016_F","Maui Nui","S03",105.2025,17014,"HYQU",0,0
2016,"BFISH_2016_F","Maui Nui","S03",105.2025,17014,"PRSI",0,0
2016,"BFISH_2016_F","Maui Nui","S03",86.905,17686,"ETCA",0,0
2016,"BFISH_2016_F","Maui Nui","S03",86.905,17686,"HYQU",0,0
2016,"BFISH_2016_F","Maui Nui","S03",86.905,17686,"PRSI",0,0
2016,"BFISH_2016_F","Maui Nui","S03",86.905,17686,"PRFI",0,0
2016,"BFISH_2016_F","Maui Nui","S03",86.905,17686,"APRU",0,0
2016,"BFISH_2016_F","Maui Nui","S03",86.905,17686,"PRZO",0,0
2016,"BFISH_2016_F","Maui Nui","S03",86.905,17686,"ETCO",0,0
2016,"BFISH_2016_F","Maui Nui","S03",95.155,18346,"ETCA",0,0
2016,"BFISH_2016_F","Maui Nui","S03",95.155,18346,"APRU",0,0
2016,"BFISH_2016_F","Maui Nui","S03",95.155,18346,"PRFI",60.4064,0.5
2016,"BFISH_2016_F","Maui Nui","S03",95.155,18346,"PRSI",0,0
2016,"BFISH_2016_F","Maui Nui","S03",95.155,18346,"PRZO",0,0
2016,"BFISH_2016_F","Maui Nui","S03",95.155,18346,"HYQU",0,0
2016,"BFISH_2016_F","Maui Nui","S03",95.155,18346,"ETCO",0,0
2016,"BFISH_2016_F","Big Island","S03",97.155,2549,"PRZO",0,0
2016,"BFISH_2016_F","Big Island","S03",97.155,2549,"PRSI",9.9537,2
2016,"BFISH_2016_F","Big Island","S03",97.155,2549,"PRFI",0,0
2016,"BFISH_2016_F","Big Island","S03",97.155,2549,"HYQU",0,0
2016,"BFISH_2016_F","Big Island","S03",97.155,2549,"PRSI",11.6572,2
2016,"BFISH_2016_F","Big Island","S03",97.155,2549,"ETCA",0,0
2016,"BFISH_2016_F","Big Island","S03",97.155,2549,"APRU",0,0
2016,"BFISH_2016_F","Big Island","S03",97.155,2549,"ETCO",0,0
2016,"BFISH_2016_F","Kauai","S03",108.905,41083,"APRU",43.0591,0.5
2016,"BFISH_2016_F","Kauai","S03",108.905,41083,"APRU",48.1178,0.5
2016,"BFISH_2016_F","Kauai","S03",108.905,41083,"PRFI",26.9175,1.02272727272727
2016,"BFISH_2016_F","Kauai","S03",108.905,41083,"ETCO",0,0
2016,"BFISH_2016_F","Kauai","S03",108.905,41083,"ETCA",0,0
2016,"BFISH_2016_F","Kauai","S03",108.905,41083,"HYQU",0,0
2016,"BFISH_2016_F","Kauai","S03",108.905,41083,"APRU",45.5631,0.5
2016,"BFISH_2016_F","Kauai","S03",108.905,41083,"PRFI",35.4041,1.02272727272727
2016,"BFISH_2016_F","Kauai","S03",108.905,41083,"APRU",45.2872,0.5
2016,"BFISH_2016_F","Kauai","S03",108.905,41083,"APRU",44.9494,0.5
2016,"BFISH_2016_F","Kauai","S03",108.905,41083,"PRFI",39.4272,1.02272727272727
2016,"BFISH_2016_F","Kauai","S03",108.905,41083,"PRZO",0,0
2016,"BFISH_2016_F","Kauai","S03",108.905,41083,"APRU",46.6006,0.5
2016,"BFISH_2016_F","Kauai","S03",108.905,41083,"APRU",45.4165,0.5
2016,"BFISH_2016_F","Kauai","S03",108.905,41083,"PRFI",33.9496,1.02272727272727
2016,"BFISH_2016_F","Kauai","S03",108.905,41083,"PRFI",35.0427,1.02272727272727
2016,"BFISH_2016_F","Kauai","S03",108.905,41083,"PRFI",35.4815,1.02272727272727
2016,"BFISH_2016_F","Kauai","S03",108.905,41083,"PRFI",42.118,1.02272727272727
2016,"BFISH_2016_F","Kauai","S03",108.905,41083,"PRFI",39.4944,1.02272727272727
2016,"BFISH_2016_F","Kauai","S03",108.905,41083,"PRFI",41.1067,1.02272727272727
2016,"BFISH_2016_F","Kauai","S03",108.905,41083,"PRFI",26.0875,1.02272727272727
2016,"BFISH_2016_F","Kauai","S03",108.905,41083,"PRFI",25.5102,1.02272727272727
2016,"BFISH_2016_F","Kauai","S03",108.905,41083,"PRFI",41.5383,1.02272727272727
2016,"BFISH_2016_F","Kauai","S03",108.905,41083,"PRSI",0,0
2016,"BFISH_2016_F","Kauai","S03",108.905,41083,"PRFI",25.347,1.02272727272727
2016,"BFISH_2016_F","Kauai","S03",108.905,41083,"PRFI",40.9158,1.02272727272727
2016,"BFISH_2016_F","Kauai","S03",108.905,41083,"PRFI",38.2596,1.02272727272727
2016,"BFISH_2016_F","Kauai","S03",108.905,41083,"PRFI",26.301,1.02272727272727
2016,"BFISH_2016_F","Kauai","S03",108.905,41083,"APRU",45.7897,0.5
2016,"BFISH_2016_F","Kauai","S03",108.905,41083,"APRU",45.606,0.5
2016,"BFISH_2016_F","Kauai","S03",108.905,41083,"PRFI",38.6759,1.02272727272727
2016,"BFISH_2016_F","Kauai","S03",108.905,41083,"PRFI",26.6966,1.02272727272727
2016,"BFISH_2016_F","Kauai","S03",108.905,41083,"PRFI",55.5844,1.02272727272727
2016,"BFISH_2016_F","Kauai","S03",108.905,41083,"PRFI",27.3238,1.02272727272727
2016,"BFISH_2016_F","Kauai","S03",108.905,41083,"PRFI",26.9709,1.02272727272727
2016,"BFISH_2016_F","Kauai","S03",108.905,41083,"APRU",44.3348,0.5
2016,"BFISH_2016_F","Kauai","S03",108.905,41083,"PRFI",33.9416,1.02272727272727
2016,"BFISH_2016_F","Big Island","S04",102.155,1122,"PRFI",0,0
2016,"BFISH_2016_F","Big Island","S04",102.155,1122,"PRZO",-9,0.5
2016,"BFISH_2016_F","Big Island","S04",102.155,1122,"PRSI",0,0
2016,"BFISH_2016_F","Big Island","S04",102.155,1122,"APRU",0,0
2016,"BFISH_2016_F","Big Island","S04",102.155,1122,"ETCA",0,0
2016,"BFISH_2016_F","Big Island","S04",102.155,1122,"ETCO",0,0
2016,"BFISH_2016_F","Big Island","S04",102.155,1122,"HYQU",0,0
2016,"BFISH_2016_F","Maui Nui","S04",102.905,16521,"APRU",0,0
2016,"BFISH_2016_F","Maui Nui","S04",102.905,16521,"PRZO",0,0
2016,"BFISH_2016_F","Maui Nui","S04",102.905,16521,"ETCO",0,0
2016,"BFISH_2016_F","Maui Nui","S04",102.905,16521,"PRSI",0,0
2016,"BFISH_2016_F","Maui Nui","S04",102.905,16521,"HYQU",0,0
2016,"BFISH_2016_F","Maui Nui","S04",102.905,16521,"ETCA",0,0
2016,"BFISH_2016_F","Maui Nui","S04",102.905,16521,"PRFI",0,0
2016,"BFISH_2016_F","Maui Nui","S04",94,16916,"ETCA",0,0
2016,"BFISH_2016_F","Maui Nui","S04",94,16916,"PRFI",34.5,2.89100896212778
2016,"BFISH_2016_F","Maui Nui","S04",94,16916,"PRSI",0,0
2016,"BFISH_2016_F","Maui Nui","S04",94,16916,"PRFI",34,2.89100896212778
2016,"BFISH_2016_F","Maui Nui","S04",94,16916,"APRU",0,0
2016,"BFISH_2016_F","Maui Nui","S04",94,16916,"ETCO",0,0
2016,"BFISH_2016_F","Maui Nui","S04",94,16916,"PRFI",42,2.89100896212778
2016,"BFISH_2016_F","Maui Nui","S04",94,16916,"PRZO",0,0
2016,"BFISH_2016_F","Maui Nui","S04",94,16916,"HYQU",0,0
2016,"BFISH_2016_F","Maui Nui","S04",94,16916,"PRFI",35.5,5.78201792425556
2016,"BFISH_2016_F","Maui Nui","S04",94,16916,"PRFI",38.5,2.89100896212778
2016,"BFISH_2016_F","Maui Nui","S04",94,16916,"PRFI",38,5.78201792425556
2016,"BFISH_2016_F","Big Island","S04",90.905,2592,"APRU",0,0
2016,"BFISH_2016_F","Big Island","S04",90.905,2592,"ETCA",0,0
2016,"BFISH_2016_F","Big Island","S04",90.905,2592,"HYQU",0,0
2016,"BFISH_2016_F","Big Island","S04",90.905,2592,"PRFI",0,0
2016,"BFISH_2016_F","Big Island","S04",90.905,2592,"PRSI",0,0
2016,"BFISH_2016_F","Big Island","S04",90.905,2592,"ETCO",0,0
2016,"BFISH_2016_F","Big Island","S04",90.905,2592,"PRZO",0,0
2016,"BFISH_2016_F","Big Island","S04",93.905,2617,"APRU",-9,0.5
2016,"BFISH_2016_F","Big Island","S04",93.905,2617,"ETCO",0,0
2016,"BFISH_2016_F","Big Island","S04",93.905,2617,"ETCA",0,0
2016,"BFISH_2016_F","Big Island","S04",93.905,2617,"PRZO",0,0
2016,"BFISH_2016_F","Big Island","S04",93.905,2617,"HYQU",0,0
2016,"BFISH_2016_F","Big Island","S04",93.905,2617,"PRFI",0,0
2016,"BFISH_2016_F","Big Island","S04",93.905,2617,"PRSI",0,0
2016,"BFISH_2016_F","Big Island","S04",109.935,322,"PRFI",0,0
2016,"BFISH_2016_F","Big Island","S04",109.935,322,"PRSI",0,0
2016,"BFISH_2016_F","Big Island","S04",109.935,322,"HYQU",0,0
2016,"BFISH_2016_F","Big Island","S04",109.935,322,"ETCO",0,0
2016,"BFISH_2016_F","Big Island","S04",109.935,322,"PRZO",0,0
2016,"BFISH_2016_F","Big Island","S04",109.935,322,"ETCA",0,0
2016,"BFISH_2016_F","Big Island","S04",109.935,322,"APRU",0,0
2016,"BFISH_2016_F","Oahu","S04",107,36120,"HYQU",0,0
2016,"BFISH_2016_F","Oahu","S04",107,36120,"PRSI",0,0
2016,"BFISH_2016_F","Oahu","S04",107,36120,"ETCO",0,0
2016,"BFISH_2016_F","Oahu","S04",107,36120,"ETCA",0,0
2016,"BFISH_2016_F","Oahu","S04",107,36120,"PRFI",0,0
2016,"BFISH_2016_F","Oahu","S04",107,36120,"APRU",0,0
2016,"BFISH_2016_F","Oahu","S04",107,36120,"PRZO",0,0
2016,"BFISH_2016_F","Maui Nui","S05",143,24057,"HYQU",0,0
2016,"BFISH_2016_F","Maui Nui","S05",143,24057,"PRFI",0,0
2016,"BFISH_2016_F","Maui Nui","S05",143,24057,"ETCO",0,0
2016,"BFISH_2016_F","Maui Nui","S05",143,24057,"APRU",0,0
2016,"BFISH_2016_F","Maui Nui","S05",143,24057,"ETCA",0,0
2016,"BFISH_2016_F","Maui Nui","S05",143,24057,"PRZO",0,0
2016,"BFISH_2016_F","Maui Nui","S05",143,24057,"PRSI",36.5,7.33137829912024
2016,"BFISH_2016_F","Big Island","S05",120.155,2678,"ETCO",0,0
2016,"BFISH_2016_F","Big Island","S05",120.155,2678,"PRFI",0,0
2016,"BFISH_2016_F","Big Island","S05",120.155,2678,"HYQU",0,0
2016,"BFISH_2016_F","Big Island","S05",120.155,2678,"ETCA",0,0
2016,"BFISH_2016_F","Big Island","S05",120.155,2678,"APRU",0,0
2016,"BFISH_2016_F","Big Island","S05",120.155,2678,"PRZO",0,0
2016,"BFISH_2016_F","Big Island","S05",120.155,2678,"PRSI",0,0
2016,"BFISH_2016_F","Maui Nui","S05",116,27104,"PRFI",0,0
2016,"BFISH_2016_F","Maui Nui","S05",116,27104,"PRZO",0,0
2016,"BFISH_2016_F","Maui Nui","S05",116,27104,"HYQU",0,0
2016,"BFISH_2016_F","Maui Nui","S05",116,27104,"PRSI",0,0
2016,"BFISH_2016_F","Maui Nui","S05",116,27104,"ETCO",0,0
2016,"BFISH_2016_F","Maui Nui","S05",116,27104,"APRU",0,0
2016,"BFISH_2016_F","Maui Nui","S05",116,27104,"ETCA",0,0
2016,"BFISH_2016_F","Big Island","S05",124.56,3307,"PRFI",0,0
2016,"BFISH_2016_F","Big Island","S05",124.56,3307,"PRZO",0,0
2016,"BFISH_2016_F","Big Island","S05",124.56,3307,"APRU",0,0
2016,"BFISH_2016_F","Big Island","S05",124.56,3307,"HYQU",0,0
2016,"BFISH_2016_F","Big Island","S05",124.56,3307,"ETCO",0,0
2016,"BFISH_2016_F","Big Island","S05",124.56,3307,"PRSI",0,0
2016,"BFISH_2016_F","Big Island","S05",124.56,3307,"ETCA",0,0
2016,"BFISH_2016_F","Maui Nui","S05",116,33557,"APRU",0,0
2016,"BFISH_2016_F","Maui Nui","S05",116,33557,"PRSI",0,0
2016,"BFISH_2016_F","Maui Nui","S05",116,33557,"PRZO",0,0
2016,"BFISH_2016_F","Maui Nui","S05",116,33557,"ETCO",0,0
2016,"BFISH_2016_F","Maui Nui","S05",116,33557,"ETCA",0,0
2016,"BFISH_2016_F","Maui Nui","S05",116,33557,"PRFI",0,0
2016,"BFISH_2016_F","Maui Nui","S05",116,33557,"HYQU",0,0
2016,"BFISH_2016_F","Big Island","S05",125,3480,"ETCO",0,0
2016,"BFISH_2016_F","Big Island","S05",125,3480,"PRZO",0,0
2016,"BFISH_2016_F","Big Island","S05",125,3480,"ETCA",0,0
2016,"BFISH_2016_F","Big Island","S05",125,3480,"APRU",0,0
2016,"BFISH_2016_F","Big Island","S05",125,3480,"PRSI",0,0
2016,"BFISH_2016_F","Big Island","S05",125,3480,"PRFI",0,0
2016,"BFISH_2016_F","Big Island","S05",125,3480,"HYQU",0,0
2016,"BFISH_2016_F","Big Island","S05",130,3797,"APRU",0,0
2016,"BFISH_2016_F","Big Island","S05",130,3797,"ETCA",0,0
2016,"BFISH_2016_F","Big Island","S05",130,3797,"PRFI",0,0
2016,"BFISH_2016_F","Big Island","S05",130,3797,"PRSI",0,0
2016,"BFISH_2016_F","Big Island","S05",130,3797,"ETCO",0,0
2016,"BFISH_2016_F","Big Island","S05",130,3797,"HYQU",0,0
2016,"BFISH_2016_F","Big Island","S05",130,3797,"PRZO",0,0
2016,"BFISH_2016_F","Oahu","S05",146,38336,"ETCO",0,0
2016,"BFISH_2016_F","Oahu","S05",146,38336,"HYQU",0,0
2016,"BFISH_2016_F","Oahu","S05",146,38336,"PRZO",0,0
2016,"BFISH_2016_F","Oahu","S05",146,38336,"ETCA",0,0
2016,"BFISH_2016_F","Oahu","S05",146,38336,"APRU",0,0
2016,"BFISH_2016_F","Oahu","S05",146,38336,"PRSI",0,0
2016,"BFISH_2016_F","Oahu","S05",146,38336,"PRFI",0,0
2016,"BFISH_2016_F","Niihau","S05",149.785,39929,"APRU",0,0
2016,"BFISH_2016_F","Niihau","S05",149.785,39929,"PRZO",0,0
2016,"BFISH_2016_F","Niihau","S05",149.785,39929,"PRSI",0,0
2016,"BFISH_2016_F","Niihau","S05",149.785,39929,"PRFI",60.1159,20
2016,"BFISH_2016_F","Niihau","S05",149.785,39929,"HYQU",0,0
2016,"BFISH_2016_F","Niihau","S05",149.785,39929,"PRFI",53.3263,20
2016,"BFISH_2016_F","Niihau","S05",149.785,39929,"ETCA",0,0
2016,"BFISH_2016_F","Niihau","S05",149.785,39929,"ETCO",0,0
2016,"BFISH_2016_F","Big Island","S05",131,4008,"PRFI",0,0
2016,"BFISH_2016_F","Big Island","S05",131,4008,"HYQU",0,0
2016,"BFISH_2016_F","Big Island","S05",131,4008,"ETCA",0,0
2016,"BFISH_2016_F","Big Island","S05",131,4008,"PRZO",0,0
2016,"BFISH_2016_F","Big Island","S05",131,4008,"PRSI",0,0
2016,"BFISH_2016_F","Big Island","S05",131,4008,"APRU",0,0
2016,"BFISH_2016_F","Big Island","S05",131,4008,"ETCO",0,0
2016,"BFISH_2016_F","Kauai","S05",117,43800,"PRSI",0,0
2016,"BFISH_2016_F","Kauai","S05",117,43800,"ETCO",0,0
2016,"BFISH_2016_F","Kauai","S05",117,43800,"HYQU",0,0
2016,"BFISH_2016_F","Kauai","S05",117,43800,"PRFI",0,0
2016,"BFISH_2016_F","Kauai","S05",117,43800,"APRU",0,0
2016,"BFISH_2016_F","Kauai","S05",117,43800,"ETCA",0,0
2016,"BFISH_2016_F","Kauai","S05",117,43800,"PRZO",0,0
2016,"BFISH_2016_F","Big Island","S05",122,4951,"APRU",0,0
2016,"BFISH_2016_F","Big Island","S05",122,4951,"HYQU",0,0
2016,"BFISH_2016_F","Big Island","S05",122,4951,"ETCO",0,0
2016,"BFISH_2016_F","Big Island","S05",122,4951,"PRSI",0,0
2016,"BFISH_2016_F","Big Island","S05",122,4951,"ETCA",0,0
2016,"BFISH_2016_F","Big Island","S05",122,4951,"PRFI",0,0
2016,"BFISH_2016_F","Big Island","S05",122,4951,"PRZO",0,0
2016,"BFISH_2016_F","Maui Nui","S06",155,32422,"PRFI",44,2.89100896212778
2016,"BFISH_2016_F","Maui Nui","S06",155,32422,"PRFI",40,14.4550448106389
2016,"BFISH_2016_F","Maui Nui","S06",155,32422,"PRZO",0,0
2016,"BFISH_2016_F","Maui Nui","S06",155,32422,"APRU",0,0
2016,"BFISH_2016_F","Maui Nui","S06",155,32422,"PRSI",0,0
2016,"BFISH_2016_F","Maui Nui","S06",155,32422,"PRFI",47.5,2.89100896212778
2016,"BFISH_2016_F","Maui Nui","S06",155,32422,"PRFI",42.5,20.2370627348945
2016,"BFISH_2016_F","Maui Nui","S06",155,32422,"HYQU",0,0
2016,"BFISH_2016_F","Maui Nui","S06",155,32422,"ETCA",0,0
