"YEAR","BFISH","PSU","STRATA_2020","SAMPLE_DEPTH_M","SPECIES_CD","abund","uabund"
2021,"BFISH_2021_F",36962,"S07",138.85,"ETCA",0,0
2019,"BFISH_2019_F",12801,"S13",211.22,"ETCA",0,0
2020,"BFISH_2020_F",24344,"S20",223.1136,"ETCA",0,0
2021,"BFISH_2021_F",117,"S10",122.9868,"ETCA",0,0
2019,"BFISH_2019_F",44657,"S20",227.9904,"ETCA",0,0
2020,"BFISH_2020_F",14293,"S22",236.3724,"ETCA",0,0
2020,"BFISH_2020_F",43569,"S16",190.1952,"ETCA",6.48193161562144,0
2021,"BFISH_2021_F",122,"S12",153.43632,"ETCA",4.86144871171608,0
2020,"BFISH_2020_F",3631,"S10",110.6424,"ETCA",0,0
2020,"BFISH_2020_F",10008,"S19",260.2992,"ETCA",4.86144871171608,0
2020,"BFISH_2020_F",16076,"S07",124.3584,"ETCA",0,0
2020,"BFISH_2020_F",3028,"S22",320.9544,"ETCA",0,0
2020,"BFISH_2020_F",22517,"S10",129.2825,"ETCA",0,0
2021,"BFISH_2021_F",44705,"S16",200.9394,"ETCA",4.86144871171608,0
2019,"BFISH_2019_F",6976,"S10",128.4732,"ETCA",0,0
2019,"BFISH_2019_F",42557,"S15",219.6846,"ETCA",9.72289742343216,0
2019,"BFISH_2019_F",43538,"S22",264.5664,"ETCA",12.9638632312429,0
2020,"BFISH_2020_F",9741,"S22",299.6184,"ETCA",4.86144871171608,0
2020,"BFISH_2020_F",15951,"S14",191.5668,"ETCA",0,0
2020,"BFISH_2020_F",42446,"S22",270.0528,"ETCA",4.86144871171609,0
2021,"BFISH_2021_F",9090,"S14",183.7944,"ETCA",6.48193161562144,0
2019,"BFISH_2019_F",22949,"S24",355.2444,"ETCA",0,0
2021,"BFISH_2021_F",15350,"S10",134.874,"ETCA",0,0
2020,"BFISH_2020_F",38530,"S22",290.322,"ETCA",0,0
2020,"BFISH_2020_F",32337,"S05",125.735,"ETCA",0,0
2019,"BFISH_2019_F",12255,"S20",273.1008,"ETCA",0,0
2020,"BFISH_2020_F",14237,"S16",186.7662,"ETCA",3.24096580781072,0
2021,"BFISH_2021_F",42030,"S14",191.4144,"ETCA",0,0
2020,"BFISH_2020_F",45485,"S23",367.5888,"ETCA",0,0
2021,"BFISH_2021_F",15029,"S22",232.8672,"ETCA",0,0
2019,"BFISH_2019_F",6186,"S16",202.785,"ETCA",0,0
2021,"BFISH_2021_F",5247,"S12",118.45,"ETCA",0,0
2019,"BFISH_2019_F",36149,"S10",113.065,"ETCA",0,0
2019,"BFISH_2019_F",7657,"S10",164.8968,"ETCA",0,0
2019,"BFISH_2019_F",24096,"S22",295.656,"ETCA",4.86144871171608,0
2019,"BFISH_2019_F",4409,"S24",342.5952,"ETCA",0,0
2019,"BFISH_2019_F",22438,"S07",140.8176,"ETCA",0,0
2021,"BFISH_2021_F",38936,"S22",298.0944,"ETCA",0,0
2019,"BFISH_2019_F",9959,"S20",295.8084,"ETCA",0,0
2021,"BFISH_2021_F",23279,"S20",257.2512,"ETCA",0,0
2019,"BFISH_2019_F",38868,"S07",121.6152,"ETCA",0,0
2020,"BFISH_2020_F",15032,"S22",232.2576,"ETCA",0,0
2019,"BFISH_2019_F",12617,"S10",135.1026,"ETCA",0,0
2019,"BFISH_2019_F",8378,"S20",267.3096,"ETCA",0,0
2021,"BFISH_2021_F",40195,"S22",302.6664,"ETCA",0,0
2021,"BFISH_2021_F",3483,"S05",127.2,"ETCA",0,0
2021,"BFISH_2021_F",6362,"S20",299.466,"ETCA",0,0
2021,"BFISH_2021_F",40078,"S16",218.5416,"ETCA",0,0
2020,"BFISH_2020_F",35428,"S22",286.2072,"ETCA",1.62048290390536,0
2021,"BFISH_2021_F",31302,"S19",233.7816,"ETCA",1.62048290390536,0
2020,"BFISH_2020_F",39449,"S10",161.94,"ETCA",0,0
2019,"BFISH_2019_F",9908,"S21",303.1236,"ETCA",0,0
2021,"BFISH_2021_F",35709,"S24",332.8416,"ETCA",0,0
2019,"BFISH_2019_F",12388,"S24",357.5304,"ETCA",0,0
2021,"BFISH_2021_F",3865,"S08",123.6,"ETCA",0,0
2021,"BFISH_2021_F",9766,"S14",179.2224,"ETCA",0,0
2021,"BFISH_2021_F",9824,"S16",195.9864,"ETCA",11.3433803273375,0
2020,"BFISH_2020_F",37691,"S22",278.892,"ETCA",1.62048290390536,0
2020,"BFISH_2020_F",11415,"S10",148.1328,"ETCA",0,0
2019,"BFISH_2019_F",15975,"S11",159.035,"ETCA",1,0
2019,"BFISH_2019_F",11335,"S17",277.9776,"ETCA",0,0
2019,"BFISH_2019_F",33901,"S07",151.3332,"ETCA",0,0
2021,"BFISH_2021_F",14207,"S14",197.5104,"ETCA",0,0
2021,"BFISH_2021_F",5172,"S20",272.4912,"ETCA",1.62048290390536,0
2020,"BFISH_2020_F",38359,"S22",293.9796,"ETCA",6.48193161562144,0
2021,"BFISH_2021_F",32867,"S10",151.3332,"ETCA",0,0
2019,"BFISH_2019_F",38426,"S22",285.9786,"ETCA",4.86144871171609,0
2019,"BFISH_2019_F",20391,"S07",121.0056,"ETCA",0,0
2021,"BFISH_2021_F",42973,"S20",237.4392,"ETCA",6.48193161562144,0
2020,"BFISH_2020_F",50,"S22",281.6352,"ETCA",0,0
2021,"BFISH_2021_F",43798,"S20",320.04,"ETCA",0,0
2020,"BFISH_2020_F",44105,"S16",213.0552,"ETCA",6.48193161562145,0
2020,"BFISH_2020_F",30747,"S05",131.9075,"ETCA",0,0
2020,"BFISH_2020_F",3037,"S10",147.2184,"ETCA",0,0
2019,"BFISH_2019_F",32273,"S14",184.785,"ETCA",8.50000000000002,0
2021,"BFISH_2021_F",22703,"S23",333.2988,"ETCA",0,0
2020,"BFISH_2020_F",29045,"S18",260.1468,"ETCA",0,0
2021,"BFISH_2021_F",24483,"S06",147.6756,"ETCA",0,0
2021,"BFISH_2021_F",15220,"S14",186.5376,"ETCA",0,0
2020,"BFISH_2020_F",11834,"S21",298.5516,"ETCA",0,0
2021,"BFISH_2021_F",9583,"S10",144.9324,"ETCA",0,0
2021,"BFISH_2021_F",39921,"S12",135.3312,"ETCA",0,0
2019,"BFISH_2019_F",1835,"S20",240.4872,"ETCA",4.86144871171608,0
2021,"BFISH_2021_F",4645,"S20",220.98,"ETCA",0,0
2020,"BFISH_2020_F",24909,"S17",303.5808,"ETCA",1.62048290390536,0
2020,"BFISH_2020_F",8993,"S22",271.272,"ETCA",0,0
2019,"BFISH_2019_F",38401,"S20",311.8104,"ETCA",0,0
2019,"BFISH_2019_F",4603,"S13",198.4725,"ETCA",0,0
2019,"BFISH_2019_F",13485,"S14",199.335,"ETCA",0,0
2020,"BFISH_2020_F",42591,"S10",163.068,"ETCA",0,0
2020,"BFISH_2020_F",40984,"S10",136.5504,"ETCA",0,0
2020,"BFISH_2020_F",20471,"S20",297.6372,"ETCA",0,0
2021,"BFISH_2021_F",36953,"S11",129.8448,"ETCA",0,0
2021,"BFISH_2021_F",12021,"S10",154.5336,"ETCA",1.62048290390536,0
2019,"BFISH_2019_F",19114,"S20",255.5748,"ETCA",0,0
2019,"BFISH_2019_F",10392,"S19",282.0924,"ETCA",0,0
2021,"BFISH_2021_F",9861,"S22",326.898,"ETCA",0,0
2020,"BFISH_2020_F",43598,"S10",113.9952,"ETCA",0,0
2020,"BFISH_2020_F",40018,"S09",133.12,"ETCA",0,0
2020,"BFISH_2020_F",13896,"S24",366.2172,"ETCA",0,0
2021,"BFISH_2021_F",39164,"S07",125.25,"ETCA",0,0
2021,"BFISH_2021_F",13142,"S10",162.7632,"ETCA",0,0
2021,"BFISH_2021_F",37233,"S10",125.51664,"ETCA",0,0
2020,"BFISH_2020_F",40834,"S22",237.4392,"ETCA",3.24096580781072,0
2020,"BFISH_2020_F",7655,"S10",129.8448,"ETCA",0,0
2019,"BFISH_2019_F",7701,"S21",274.32,"ETCA",0,0
2019,"BFISH_2019_F",43747,"S13",210.7692,"ETCA",0,0
2020,"BFISH_2020_F",14516,"S21",265.176,"ETCA",1.62048290390536,0
2020,"BFISH_2020_F",41449,"S10",136.8552,"ETCA",0,0
2019,"BFISH_2019_F",35943,"S10",112.94,"ETCA",0,0
2019,"BFISH_2019_F",37076,"S07",113.65992,"ETCA",0,0
2021,"BFISH_2021_F",11875,"S22",239.5728,"ETCA",0,0
2019,"BFISH_2019_F",33257,"S13",174.44,"ETCA",0,0
2021,"BFISH_2021_F",44582,"S17",296.2656,"ETCA",0,0
2019,"BFISH_2019_F",26213,"S05",151.7904,"ETCA",0,0
2019,"BFISH_2019_F",12095,"S10",159.285,"ETCA",0,0
2021,"BFISH_2021_F",24622,"S20",245.0592,"ETCA",0,0
2021,"BFISH_2021_F",14678,"S20",279.8064,"ETCA",0,0
2021,"BFISH_2021_F",8779,"S22",256.7178,"ETCA",6.48193161562144,0
2021,"BFISH_2021_F",9646,"S10",155.7,"ETCA",0,0
2021,"BFISH_2021_F",23326,"S05",119.3292,"ETCA",0,0
2019,"BFISH_2019_F",36752,"S16",196.8775,"ETCA",0,0
2021,"BFISH_2021_F",4290,"S08",113.75136,"ETCA",0,0
2019,"BFISH_2019_F",36364,"S20",279.3492,"ETCA",0,0
2020,"BFISH_2020_F",422,"S22",277.368,"ETCA",8.10241451952681,0
2020,"BFISH_2020_F",22765,"S10",144.595,"ETCA",0,0
2021,"BFISH_2021_F",38820,"S20",254.2032,"ETCA",0,0
2021,"BFISH_2021_F",13801,"S22",314.0964,"ETCA",1.62048290390536,0
2019,"BFISH_2019_F",8198,"S17",321.8688,"ETCA",0,0
2019,"BFISH_2019_F",16975,"S24",364.8456,"ETCA",0,0
2020,"BFISH_2020_F",9707,"S10",156.3624,"ETCA",0,0
2021,"BFISH_2021_F",699,"S12",119.7864,"ETCA",0,0
2021,"BFISH_2021_F",30745,"S05",132.45,"ETCA",0,0
2019,"BFISH_2019_F",14884,"S22",230.06304,"ETCA",0,0
2020,"BFISH_2020_F",41488,"S16",179.5272,"ETCA",0,0
2020,"BFISH_2020_F",1249,"S10",150.4188,"ETCA",0,0
2020,"BFISH_2020_F",132,"S10",117.0432,"ETCA",0,0
2019,"BFISH_2019_F",13740,"S07",113.5325,"ETCA",0,0
2020,"BFISH_2020_F",41869,"S16",178.9176,"ETCA",0,0
2019,"BFISH_2019_F",14126,"S24",365.76,"ETCA",0,0
2021,"BFISH_2021_F",8580,"S10",134.874,"ETCA",0,0
2021,"BFISH_2021_F",38348,"S22",268.8336,"ETCA",0,0
2019,"BFISH_2019_F",14359,"S12",139.446,"ETCA",0,0
2020,"BFISH_2020_F",42996,"S09",146.6088,"ETCA",0,0
2021,"BFISH_2021_F",35360,"S22",302.6664,"ETCA",0,0
2020,"BFISH_2020_F",45271,"S22",288.6456,"ETCA",1.62048290390536,0
2021,"BFISH_2021_F",38362,"S22",292.608,"ETCA",0,0
2019,"BFISH_2019_F",17066,"S22",243.2304,"ETCA",6.48193161562145,0
2019,"BFISH_2019_F",27027,"S05",159.835,"ETCA",0,0
2020,"BFISH_2020_F",11408,"S14",208.4832,"ETCA",0,0
2020,"BFISH_2020_F",26697,"S22",222.8088,"ETCA",6.48193161562144,0
2020,"BFISH_2020_F",45272,"S22",251.46,"ETCA",1.62048290390536,0
2019,"BFISH_2019_F",36252,"S22",327.8124,"ETCA",0,0
2021,"BFISH_2021_F",6816,"S23",342.9,"ETCA",0,0
2020,"BFISH_2020_F",39450,"S11",151.675,"ETCA",0,0
2021,"BFISH_2021_F",25470,"S10",123.2,"ETCA",0,0
2021,"BFISH_2021_F",35428,"S22",277.9776,"ETCA",3.24096580781072,0
2020,"BFISH_2020_F",33693,"S17",284.0736,"ETCA",1.62048290390536,0
2021,"BFISH_2021_F",14329,"S14",193.8528,"ETCA",0,0
2021,"BFISH_2021_F",38442,"S22",312.7248,"ETCA",0,0
2019,"BFISH_2019_F",45453,"S13",178.095,"ETCA",0,0
2020,"BFISH_2020_F",1947,"S16",171.6786,"ETCA",0,0
2020,"BFISH_2020_F",28781,"S22",234.696,"ETCA",1.62048290390536,0
2019,"BFISH_2019_F",39271,"S20",299.0088,"ETCA",0,0
2021,"BFISH_2021_F",41617,"S15",199.9488,"ETCA",1.62048290390536,0
2020,"BFISH_2020_F",41133,"S21",246.4308,"ETCA",11.3433803273375,0
2021,"BFISH_2021_F",10164,"S24",334.2132,"ETCA",0,0
2019,"BFISH_2019_F",12296,"S22",259.9944,"ETCA",0,0
2021,"BFISH_2021_F",38506,"S22",309.5244,"ETCA",0,0
2021,"BFISH_2021_F",10000,"S19",299.0088,"ETCA",3.24096580781072,0
2021,"BFISH_2021_F",3458,"S21",298.0944,"ETCA",1.62048290390536,0
2019,"BFISH_2019_F",9177,"S20",319.1256,"ETCA",0,0
2021,"BFISH_2021_F",26697,"S16",214.6554,"ETCA",6.48193161562144,0
2019,"BFISH_2019_F",15061,"S21",234.2725,"ETCA",0,0
2021,"BFISH_2021_F",40683,"S09",128.9304,"ETCA",0,0
2021,"BFISH_2021_F",43543,"S14",188.0616,"ETCA",0,0
2019,"BFISH_2019_F",36708,"S10",141.68628,"ETCA",0,0
2020,"BFISH_2020_F",23184,"S07",128.4732,"ETCA",0,0
2019,"BFISH_2019_F",33107,"S12",156.8775,"ETCA",0,0
2021,"BFISH_2021_F",25236,"S07",135.3312,"ETCA",0,0
2020,"BFISH_2020_F",15907,"S15",171.6024,"ETCA",0,0
2019,"BFISH_2019_F",25468,"S11",124.6625,"ETCA",0,0
2020,"BFISH_2020_F",4321,"S21",255.1176,"ETCA",0,0
2019,"BFISH_2019_F",9418,"S07",127.63,"ETCA",0,0
2019,"BFISH_2019_F",369,"S22",261.0612,"ETCA",14.5843461351483,0
2020,"BFISH_2020_F",6042,"S24",342.9,"ETCA",0,0
2019,"BFISH_2019_F",25504,"S20",273.4056,"ETCA",0,0
2020,"BFISH_2020_F",8493,"S19",251.46,"ETCA",0,0
2021,"BFISH_2021_F",17706,"S11",138.9888,"ETCA",0,0
2020,"BFISH_2020_F",15169,"S20",228.6,"ETCA",0,0
2020,"BFISH_2020_F",1765,"S15",210.9216,"ETCA",4.86144871171608,0
2019,"BFISH_2019_F",4620,"S24",331.3176,"ETCA",0,0
2020,"BFISH_2020_F",8613,"S24",359.3592,"ETCA",0,0
2021,"BFISH_2021_F",28264,"S16",216.7128,"ETCA",4.86144871171608,0
2019,"BFISH_2019_F",1052,"S24",370.332,"ETCA",0,0
2020,"BFISH_2020_F",34645,"S06",111.22,"ETCA",0,0
2019,"BFISH_2019_F",3671,"S06",124.8156,"ETCA",0,0
2021,"BFISH_2021_F",14746,"S24",331.0128,"ETCA",0,0
2020,"BFISH_2020_F",8963,"S10",128.016,"ETCA",0,0
2019,"BFISH_2019_F",34026,"S17",245.0592,"ETCA",0,0
2019,"BFISH_2019_F",15480,"S10",152.8475,"ETCA",0,0
2020,"BFISH_2020_F",35622,"S20",282.0924,"ETCA",0,0
2021,"BFISH_2021_F",306,"S16",179.9082,"ETCA",3.24096580781072,0
2021,"BFISH_2021_F",42351,"S05",126.7968,"ETCA",0,0
2020,"BFISH_2020_F",304,"S22",294.132,"ETCA",4.86144871171608,0
2019,"BFISH_2019_F",9660,"S07",164.5225,"ETCA",0,0
2020,"BFISH_2020_F",12914,"S19",291.6936,"ETCA",3.24096580781072,0
2019,"BFISH_2019_F",40747,"S14",210.0072,"ETCA",0,0
2021,"BFISH_2021_F",7454,"S10",126.8,"ETCA",0,0
2019,"BFISH_2019_F",19465,"S15",204.5208,"ETCA",6.48193161562144,0
2020,"BFISH_2020_F",31412,"S22",302.0568,"ETCA",1.62048290390536,0
2020,"BFISH_2020_F",10930,"S22",228.6,"ETCA",0,0
2019,"BFISH_2019_F",28579,"S23",341.9856,"ETCA",0,0
2019,"BFISH_2019_F",45274,"S22",242.316,"ETCA",0,0
2021,"BFISH_2021_F",19685,"S10",133.1,"ETCA",0,0
2019,"BFISH_2019_F",23412,"S09",118.872,"ETCA",0,0
2019,"BFISH_2019_F",28023,"S17",312.2676,"ETCA",0,0
2021,"BFISH_2021_F",41144,"S15",190.5,"ETCA",0,0
2020,"BFISH_2020_F",23869,"S14",202.0824,"ETCA",0,0
2020,"BFISH_2020_F",43463,"S22",228.1428,"ETCA",8.1024145195268,0
2021,"BFISH_2021_F",28005,"S05",166.4208,"ETCA",0,0
2021,"BFISH_2021_F",339,"S16",191.1096,"ETCA",6.48193161562144,0
2020,"BFISH_2020_F",16068,"S08",133.0452,"ETCA",0,0
2021,"BFISH_2021_F",26584,"S24",356.616,"ETCA",1.62048290390536,0
2019,"BFISH_2019_F",6367,"S12",162.66,"ETCA",0,0
2019,"BFISH_2019_F",26562,"S17",259.2324,"ETCA",0,0
2019,"BFISH_2019_F",32708,"S17",221.742,"ETCA",0,0
2019,"BFISH_2019_F",9902,"S20",293.5224,"ETCA",0,0
2021,"BFISH_2021_F",6924,"S21",250.317,"ETCA",3.24096580781072,0
2021,"BFISH_2021_F",10502,"S05",140.8176,"ETCA",0,0
2021,"BFISH_2021_F",11769,"S22",235.9152,"ETCA",0,0
2019,"BFISH_2019_F",33380,"S15",180.69,"ETCA",0,0
2021,"BFISH_2021_F",18683,"S07",142.1892,"ETCA",0,0
2019,"BFISH_2019_F",29279,"S22",268.8336,"ETCA",0,0
2020,"BFISH_2020_F",44582,"S23",339.6996,"ETCA",0,0
2021,"BFISH_2021_F",39021,"S20",307.2384,"ETCA",0,0
2019,"BFISH_2019_F",41362,"S14",189.0522,"ETCA",0,0
2021,"BFISH_2021_F",42446,"S22",277.0632,"ETCA",3.24096580781072,0
2021,"BFISH_2021_F",25787,"S22",243.41328,"ETCA",9.72289742343217,0
2019,"BFISH_2019_F",9933,"S22",325.5264,"ETCA",0,0
2021,"BFISH_2021_F",7150,"S20",227.6856,"ETCA",3.24096580781072,0
2020,"BFISH_2020_F",9032,"S13",170.9928,"ETCA",0,0
2020,"BFISH_2020_F",15101,"S11",115.6716,"ETCA",0,0
2021,"BFISH_2021_F",42849,"S20",249.3264,"ETCA",0,0
2021,"BFISH_2021_F",4006,"S11",121.2,"ETCA",0,0
2019,"BFISH_2019_F",1590,"S20",231.648,"ETCA",1.62048290390536,0
2020,"BFISH_2020_F",45250,"S14",174.1932,"ETCA",8.1024145195268,0
2020,"BFISH_2020_F",12058,"S22",267.0048,"ETCA",0,0
2021,"BFISH_2021_F",35902,"S21",275.2344,"ETCA",1.62048290390536,0
2020,"BFISH_2020_F",5242,"S21",226.4664,"ETCA",1.62048290390536,0
2021,"BFISH_2021_F",13782,"S24",350.6724,"ETCA",0,0
2021,"BFISH_2021_F",21779,"S16",200.8632,"ETCA",8.10241451952681,0
2021,"BFISH_2021_F",247,"S16",214.884,"ETCA",8.10241451952682,0
2021,"BFISH_2021_F",23949,"S05",136.95,"ETCA",0,0
2019,"BFISH_2019_F",36432,"S10",163.0025,"ETCA",0,0
